ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D23026, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D23026, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D23026, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D23026, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D23026, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D23026, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D23026, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D23026, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D23026, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 7/2/2013, FINE: SECURITY DOOR, OTHER CHARGE, 25.00, 274.00
D23026, 7/5/2013, EFT, CREDIT, -249.00, 25.00
D23026, 7/25/2013, WAIVE FINE, CREDIT, -25.00, 0.00
D23026, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D24011, , PRIOR, OTHER CHARGE, 764.36, 764.36
D24011, 9/26/2011, 885293, CREDIT, -276.00, 488.36
D24011, 10/27/2011, 885294, CREDIT, -276.00, 212.36
D24011, 11/28/2011, 885295, CREDIT, -276.00, -63.64
D24011, 12/23/2011, 885296, CREDIT, -276.00, -339.64
D24011, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -90.64
D24011, 1/24/2012, 885297, CREDIT, -276.00, -366.64
D24011, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -117.64
D24011, 2/27/2012, 885298, CREDIT, -276.00, -393.64
D24011, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -144.64
D24011, 3/23/2012, 885299, CREDIT, -276.00, -420.64
D24011, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -171.64
D24011, 4/23/2012, 885300, CREDIT, -276.00, -447.64
D24011, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -198.64
D24011, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 50.36
D24011, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 299.36
D24011, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 324.36
D24011, 7/23/2012, 885303, CREDIT, -276.00, 48.36
D24011, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 297.36
D24011, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 322.36
D24011, 8/24/2012, 885304, CREDIT, -276.00, 46.36
D24011, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 295.36
D24011, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 320.36
D24011, 9/25/2012, 885305, CREDIT, -276.00, 44.36
D24011, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 293.36
D24011, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 318.36
D24011, 10/26/2012, 885306, CREDIT, -276.00, 42.36
D24011, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 291.36
D24011, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 316.36
D24011, 11/26/2012, 885307, CREDIT, -276.00, 40.36
D24011, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 289.36
D24011, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 314.36
D24011, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 563.36
D24011, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 588.36
D24011, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 837.36
D24011, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 862.36
D24011, 2/26/2013, 885310, CREDIT, -276.00, 586.36
D24011, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 835.36
D24011, 3/1/2013, RTN-885310, OTHER CHARGE, 276.00, 1111.36
D24011, 3/5/2013, RETURNED CHECK FEE, OTHER CHARGE, 20.00, 1131.36
D24011, 3/11/2013, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 229.92, 1361.28
D24011, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 1386.28
D24011, 3/26/2013, 885311, CREDIT, -276.00, 1110.28
D24011, 3/29/2013, RTN-885311, OTHER CHARGE, 276.00, 1386.28
D24011, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1635.28
D24011, 4/3/2013, RETURNED CHECK FEE, OTHER CHARGE, 20.00, 1655.28
D24011, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 1680.28
D24011, 4/23/2013, LEGAL: FORCIBLE ENTRY, OTHER CHARGE, 567.00, 2247.28
D24011, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2496.28
D24011, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 2521.28
D24011, 5/24/2013, LEGAL: NOTICE BY POSTING, OTHER CHARGE, 428.50, 2949.78
D24011, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3198.78
D24011, 6/6/2013, LEGAL: ALIAS SUMMONS, OTHER CHARGE, 69.00, 3267.78
D24011, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 3292.78
D24011, 6/27/2013, LEGAL: COURT APPEARANCE, OTHER CHARGE, 355.00, 3647.78
D24011, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3896.78
D24011, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 3921.78
D24011, 7/17/2013, REPAIR: INVOICE # 061913-LVLLC, OTHER CHARGE, 40.00, 3961.78
D24011, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 4210.78

D24012, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 1/9/2012, 174361455, CREDIT, -249.00, 0.00
D24012, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 2/7/2012, 179458816, CREDIT, -249.00, 0.00
D24012, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 3/8/2012, 184669208, CREDIT, -249.00, 0.00
D24012, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 4/9/2012, 189577574, CREDIT, -249.00, 0.00
D24012, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 5/4/2012, 194032144, CREDIT, -249.00, 0.00
D24012, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 6/8/2012, 199776689, CREDIT, -249.00, 0.00
D24012, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 7/12/2012, 204974458, CREDIT, -249.00, 0.00
D24012, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 8/9/2012, 209651791, CREDIT, -249.00, 0.00
D24012, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 9/11/2012, 214598598, CREDIT, -249.00, 0.00
D24012, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 10/11/2012, 218905983, CREDIT, -249.00, 0.00
D24012, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 11/6/2012, 223863763, CREDIT, -249.00, 0.00
D24012, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 12/13/2012, 229135725, CREDIT, -249.00, 0.00
D24012, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 1/11/2013, 2490, CREDIT, -249.00, 0.00
D24012, 1/22/2013, 236171335, CREDIT, -249.00, -249.00
D24012, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D24012, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 3/11/2013, 244029454, CREDIT, -249.00, 0.00
D24012, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 4/5/2013, 248461285, CREDIT, -249.00, 0.00
D24012, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 5/3/2013, 253580996, CREDIT, -249.00, 0.00
D24012, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24012, 6/6/2013, 258998378, CREDIT, -249.00, 0.00
D24012, 6/14/2013, POOL KEY, OTHER CHARGE, 5.00, 5.00
D24012, 6/25/2013, 262358335, CREDIT, -249.00, -244.00
D24012, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5.00
D24012, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D24012, 8/6/2013, 269324260, CREDIT, -254.00, 0.00

D24013, 12/6/2011, 9005, CREDIT, -96.00, -96.00
D24013, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 153.00
D24013, 1/9/2012, 9008, CREDIT, -276.00, -123.00
D24013, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 126.00
D24013, 2/6/2012, 9012, CREDIT, -276.00, -150.00
D24013, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 99.00
D24013, 3/6/2012, 9015, CREDIT, -276.00, -177.00
D24013, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 72.00
D24013, 4/6/2012, 9018, CREDIT, -276.00, -204.00
D24013, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 45.00
D24013, 5/7/2012, 9021, CREDIT, -276.00, -231.00
D24013, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 18.00
D24013, 6/4/2012, 9024, CREDIT, -276.00, -258.00
D24013, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -9.00
D24013, 7/6/2012, 9027, CREDIT, -276.00, -285.00
D24013, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -36.00
D24013, 8/6/2012, 9030, CREDIT, -276.00, -312.00
D24013, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -63.00
D24013, 9/5/2012, 9033, CREDIT, -276.00, -339.00
D24013, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -90.00
D24013, 10/10/2012, 9036, CREDIT, -276.00, -366.00
D24013, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -117.00
D24013, 11/6/2012, 9039, CREDIT, -276.00, -393.00
D24013, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -144.00
D24013, 12/11/2012, 9042, CREDIT, -276.00, -420.00
D24013, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -171.00
D24013, 1/8/2013, 9046, CREDIT, -276.00, -447.00
D24013, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -198.00
D24013, 2/5/2013, 9049, CREDIT, -276.00, -474.00
D24013, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -225.00
D24013, 3/5/2013, 9052, CREDIT, -276.00, -501.00
D24013, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -252.00
D24013, 4/9/2013, 9055, CREDIT, -276.00, -528.00
D24013, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -279.00
D24013, 5/7/2013, 9058, CREDIT, -276.00, -555.00
D24013, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -306.00
D24013, 6/5/2013, 9061, CREDIT, -276.00, -582.00
D24013, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -333.00
D24013, 7/9/2013, 9064, CREDIT, -276.00, -609.00
D24013, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -360.00
D24013, 8/6/2013, 9068, CREDIT, -276.00, -636.00

D24014, , PRIOR, CREDIT, -91.00, -91.00
D24014, 11/14/2011, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 160.31, 69.31
D24014, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 337.31
D24014, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 362.31
D24014, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 611.31
D24014, 1/5/2012, 0102, CREDIT, -249.00, 362.31
D24014, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 387.31
D24014, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 636.31
D24014, 2/15/2012, 1006, CREDIT, -450.00, 186.31
D24014, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 211.31
D24014, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 460.31
D24014, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 485.31
D24014, 3/19/2012, 1032, CREDIT, -274.00, 211.31
D24014, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 460.31
D24014, 4/16/2012, 1033, CREDIT, -249.00, 211.31
D24014, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 236.31
D24014, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 485.31
D24014, 5/7/2012, 1034, CREDIT, -249.00, 236.31
D24014, 5/15/2012, F/C, FINANCE CHARGE, 25.00, 261.31
D24014, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 510.31
D24014, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 535.31
D24014, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 784.31
D24014, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 809.31
D24014, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1058.31
D24014, 8/9/2012, 1011, CREDIT, -1200.00, -141.69
D24014, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 107.31
D24014, 9/13/2012, REPAIR INVOICE # 112097, OTHER CHARGE, 161.00, 268.31
D24014, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 293.31
D24014, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 542.31
D24014, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 567.31
D24014, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 816.31
D24014, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 841.31
D24014, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1090.31
D24014, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 1115.31
D24014, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1364.31
D24014, 1/8/2013, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 237.55, 1601.86
D24014, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 1626.86
D24014, 1/22/2013, 6468, CREDIT, -600.00, 1026.86
D24014, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1275.86
D24014, 2/11/2013, LEGAL: BALANCE LETTER, OTHER CHARGE, 63.00, 1338.86
D24014, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 1363.86
D24014, 2/26/2013, LEGAL: FORCIBLE ENTRY, OTHER CHARGE, 627.00, 1990.86
D24014, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2239.86
D24014, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 2264.86
D24014, 3/22/2013, 21304781, CREDIT, -1990.96, 273.90
D24014, 3/22/2013, 1002, CREDIT, -274.00, -0.10
D24014, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.90
D24014, 4/8/2013, 1005, CREDIT, -250.00, -1.10
D24014, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 247.90
D24014, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 272.90
D24014, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 521.90
D24014, 6/14/2013, 1008, CREDIT, -272.90, 249.00
D24014, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D24014, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D24014, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 548.00
D24014, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 797.00
D24014, 8/15/2013, 1010, CREDIT, -550.00, 247.00

D24015, 12/27/2011, 1684, CREDIT, -249.00, -249.00
D24015, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D24015, 2/1/2012, 1686, CREDIT, -249.00, -249.00
D24015, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D24015, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D24015, 3/16/2012, 1689, CREDIT, -249.00, 25.00
D24015, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D24015, 4/5/2012, 1633, CREDIT, -25.00, 249.00
D24015, 4/6/2012, 1634, CREDIT, -249.00, 0.00
D24015, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 5/11/2012, 1632, CREDIT, -249.00, 0.00
D24015, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 6/8/2012, 1637, CREDIT, -249.00, 0.00
D24015, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 7/12/2012, 1640, CREDIT, -249.00, 0.00
D24015, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 8/13/2012, 1641, CREDIT, -249.00, 0.00
D24015, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 9/12/2012, 1645, CREDIT, -249.00, 0.00
D24015, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 10/12/2012, 1648, CREDIT, -249.00, 0.00
D24015, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D24015, 11/26/2012, 1653, CREDIT, -274.00, 0.00
D24015, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 12/12/2012, 1656, CREDIT, -249.00, 0.00
D24015, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 1/9/2013, 1657, CREDIT, -249.00, 0.00
D24015, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 2/13/2013, 1659, CREDIT, -249.00, 0.00
D24015, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 3/12/2013, 1691, CREDIT, -249.00, 0.00
D24015, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 4/11/2013, 1696, CREDIT, -249.00, 0.00
D24015, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 5/9/2013, 1698, CREDIT, -249.00, 0.00
D24015, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 6/6/2013, 1700, CREDIT, -249.00, 0.00
D24015, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D24015, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D24015, 7/17/2013, 1702, CREDIT, -249.00, 25.00
D24015, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D24015, 8/2/2013, 1704, CREDIT, -25.00, 249.00
D24015, 8/16/2013, 1705, CREDIT, -274.00, -25.00

D24016, 12/6/2011, 2247086409, CREDIT, -91.00, -91.00
D24016, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 158.00
D24016, 1/10/2012, 2250770893, CREDIT, -276.00, -118.00
D24016, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 131.00
D24016, 2/7/2012, 2254290476, CREDIT, -276.00, -145.00
D24016, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 104.00
D24016, 3/6/2012, 2257786179, CREDIT, -276.00, -172.00
D24016, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 77.00
D24016, 4/6/2012, 2261542849, CREDIT, -276.00, -199.00
D24016, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 50.00
D24016, 5/7/2012, 2265191842, CREDIT, -276.00, -226.00
D24016, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 23.00
D24016, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 272.00
D24016, 7/9/2012, 2272443262, CREDIT, -276.00, -4.00
D24016, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 245.00
D24016, 8/6/2012, 2276056021, CREDIT, -276.00, -31.00
D24016, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 218.00
D24016, 9/11/2012, 2279847081, CREDIT, -276.00, -58.00
D24016, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 191.00
D24016, 10/10/2012, 2283150622, CREDIT, -276.00, -85.00
D24016, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 164.00
D24016, 11/6/2012, 2286836602, CREDIT, -276.00, -112.00
D24016, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 137.00
D24016, 12/11/2012, 2290398617, CREDIT, -276.00, -139.00
D24016, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 110.00
D24016, 1/8/2013, 2293785846, CREDIT, -276.00, -166.00
D24016, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 2/8/2013, 2297258472, CREDIT, -249.00, -166.00
D24016, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 3/11/2013, 2300563894, CREDIT, -249.00, -166.00
D24016, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 4/8/2013, 2304072330, CREDIT, -249.00, -166.00
D24016, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 5/7/2013, 2307655908, CREDIT, -249.00, -166.00
D24016, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 6/11/2013, 2311302901, CREDIT, -249.00, -166.00
D24016, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 7/9/2013, 2314587801, CREDIT, -249.00, -166.00
D24016, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 83.00
D24016, 8/7/2013, 2318202466, CREDIT, -249.00, -166.00

D25011, 7/15/2011, F/C, FINANCE CHARGE, 25.00, 25.00
D25011, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 1/17/2012, 025674, CREDIT, -249.00, 25.00
D25011, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 2/13/2012, 025737, CREDIT, -249.00, 25.00
D25011, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 3/13/2012, 025807, CREDIT, -249.00, 25.00
D25011, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 4/11/2012, 025871, CREDIT, -249.00, 25.00
D25011, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 5/10/2012, 025946, CREDIT, -249.00, 25.00
D25011, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 6/5/2012, 025989, CREDIT, -25.00, 249.00
D25011, 6/8/2012, 026022, CREDIT, -249.00, 0.00
D25011, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 7/16/2012, 026100, CREDIT, -249.00, 0.00
D25011, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 8/10/2012, 026163, CREDIT, -249.00, 0.00
D25011, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 9/10/2012, 026242, CREDIT, -249.00, 0.00
D25011, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D25011, 10/23/2012, 026302, CREDIT, -274.00, 0.00
D25011, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D25011, 11/20/2012, 1164604667, CREDIT, -249.00, 25.00
D25011, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D25011, 12/3/2012, 1166950755, CREDIT, -249.00, 25.00
D25011, 12/3/2012, 1166368167, CREDIT, -25.00, 0.00
D25011, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 1/11/2013, 1170130400, CREDIT, -249.00, 0.00
D25011, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 2/4/2013, 1173078192, CREDIT, -249.00, 0.00
D25011, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 3/8/2013, 1176028845, CREDIT, -249.00, 0.00
D25011, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 4/8/2013, 1179547011, CREDIT, -249.00, 0.00
D25011, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 5/15/2013, 1182628811, CREDIT, -249.00, 0.00
D25011, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 6/10/2013, 1185690695, CREDIT, -249.00, 0.00
D25011, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 7/11/2013, 1188922143, CREDIT, -249.00, 0.00
D25011, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D25011, 8/12/2013, 1192140616, CREDIT, -249.00, 0.00

